"sector_id","sector_nombre","variable_id","actividad_producto_nombre","indicador","unidad_de_medida","fuente","frecuencia_nombre","cobertura_nombre","alcance_tipo","alcance_id","alcance_nombre","indice_tiempo","valor"
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2000-01-01,650
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2001-01-01,350
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2002-01-01,230
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2003-01-01,310
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2004-01-01,350
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2005-01-01,500
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2010-01-01,500
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2011-01-01,500
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10112","VALLE VIEJO",2012-01-01,60
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10999","SIN DEFINIR",2009-01-01,260
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","10999","SIN DEFINIR",2018-01-01,400
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1970-01-01,1790
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1971-01-01,665
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1972-01-01,1520
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1973-01-01,3190
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1974-01-01,1800
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1975-01-01,2900
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1976-01-01,2300
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1977-01-01,6000
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1978-01-01,4400
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1979-01-01,2600
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1980-01-01,1970
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1981-01-01,340
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1982-01-01,1280
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1983-01-01,1350
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1984-01-01,3650
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1985-01-01,2810
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1986-01-01,2250
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1987-01-01,1600
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1988-01-01,3600
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1989-01-01,1620
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1991-01-01,4500
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1993-01-01,600
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1994-01-01,1600
28,"Algodonera - textil",694,"Algodón","Área Cosechada","ha","MAGYP","Anual","Nacional","DEPARTAMENTO","14028","CRUZ DEL EJE",1995-01-01,3480
